"GO.ID","Term","Annotated","Significant","Expected","classicFisher","function_type","p.value","negLogP","semantic_x","semantic_y","cluster","Enrichment_Factor","Total_Gene_Count"
"GO:0010183","pollen tube guidance",34,2,0.13,"0.00714","BP",0.00714,2.14630178822383,0.374029648821468,-0.0745211922075979,"3",0.0588235294117647,34
"GO:0050918","positive chemotaxis",34,2,0.13,"0.00714","BP",0.00714,2.14630178822383,0.0659677768342717,0.0355833167666145,"1",0.0588235294117647,34
"GO:0009860","pollen tube growth",116,3,0.44,"0.00922","BP",0.00922,2.03526907894637,0.446743523189237,-0.126029418383013,"3",0.0258620689655172,116
"GO:0001558","regulation of cell growth",122,3,0.46,"0.01058","BP",0.01058,1.97551433230083,0.185254061718497,-0.0241232182476807,"3",0.0245901639344262,122
"GO:0000902","cell morphogenesis",374,5,1.4,"0.01226","BP",0.01226,1.9115095298176,0.354296877040028,-0.0990121645980803,"3",0.0133689839572193,374
"GO:0009826","unidimensional cell growth",244,4,0.92,"0.01274","BP",0.01274,1.89483057200067,0.325079171772547,-0.0883103996716664,"3",0.0163934426229508,244
"GO:0009932","cell tip growth",131,3,0.49,"0.01282","BP",0.01282,1.8921119748172,0.330855020569326,-0.0904716041270356,"3",0.0229007633587786,131
"GO:0040008","regulation of growth",252,4,0.95,"0.01420","BP",0.0142,1.84771165561694,0.270763398067586,-0.082965980589065,"3",0.0158730158730159,252
"GO:0044085","cellular component biogenesis",1060,9,3.98,"0.01426","BP",0.01426,1.84588047448415,-0.0414708798985637,0.0797177166483659,"1",0.00849056603773585,1060
"GO:0071840","cellular component organization or bioge...",2527,16,9.49,"0.01433","BP",0.01433,1.84375380960266,-0.0376840048161082,0.0724885450651723,"1",0.00633161851998417,2527
"GO:0098754","detoxification",138,3,0.52,"0.01474","BP",0.01474,1.83150251647697,0.0365742129093836,0.0340403603989076,"1",0.0217391304347826,138
"GO:0048869","cellular developmental process",884,8,3.32,"0.01489","BP",0.01489,1.82710530224782,0.199140014791301,-0.0406445365939186,"3",0.00904977375565611,884
"GO:0016049","cell growth",397,5,1.49,"0.01555","BP",0.01555,1.80826960663714,0.152302068352213,-0.0228380207530615,"3",0.0125944584382872,397
"GO:0009150","purine ribonucleotide metabolic process",141,3,0.53,"0.01561","BP",0.01561,1.80659709693758,-0.385548076274311,-0.299281596326474,"2",0.0212765957446809,141
"GO:0051641","cellular localization",718,7,2.7,"0.01584","BP",0.01584,1.80024482274653,-0.0864236382363344,0.122672866658608,"1",0.00974930362116992,718
"GO:0006935","chemotaxis",52,2,0.2,"0.01617","BP",0.01617,1.7912899800936,0.0659677768342716,0.0355833167666146,"1",0.0384615384615385,52
"GO:0042330","taxis",52,2,0.2,"0.01617","BP",0.01617,1.7912899800936,0.0654893194886784,0.0349696128897555,"1",0.0384615384615385,52
"GO:0045595","regulation of cell differentiation",143,3,0.54,"0.01621","BP",0.01621,1.79021698515149,0.251142557148335,-0.0742847815783132,"3",0.020979020979021,143
"GO:0048638","regulation of developmental growth",147,3,0.55,"0.01744","BP",0.01744,1.75845351940345,0.40849389737657,-0.132494658753121,"3",0.0204081632653061,147
"GO:0030154","cell differentiation",741,7,2.78,"0.01856","BP",0.01856,1.73142202811716,0.201168015605452,-0.0414012245199432,"3",0.00944669365721997,741
"GO:0010623","programmed cell death involved in cell d...",56,2,0.21,"0.01860","BP",0.0186,1.73048705578208,0.235073601309163,-0.0540606909645753,"3",0.0357142857142857,56
"GO:0022607","cellular component assembly",745,7,2.8,"0.01907","BP",0.01907,1.71964930695399,-0.0398221877931361,0.084316446689733,"1",0.00939597315436242,745
"GO:0040007","growth",578,6,2.17,"0.01941","BP",0.01941,1.71197446461164,0.222663176732209,-0.0467089654357232,"3",0.0103806228373702,578
"GO:0009259","ribonucleotide metabolic process",156,3,0.59,"0.02039","BP",0.02039,1.69058277422186,-0.372232276576251,-0.287181834957683,"2",0.0192307692307692,156
"GO:0048868","pollen tube development",158,3,0.59,"0.02108","BP",0.02108,1.67612939345949,0.354200139803956,-0.0906389853164987,"3",0.0189873417721519,158
"GO:0048658","anther wall tapetum development",60,2,0.23,"0.02118","BP",0.02118,1.67407404422853,0.324463368102269,-0.0818078304667455,"3",0.0333333333333333,60
"GO:0055086","nucleobase-containing small molecule met...",288,4,1.08,"0.02209","BP",0.02209,1.65580428412857,-0.331513342896902,-0.242567247492364,"2",0.0138888888888889,288
"GO:0060560","developmental growth involved in morphog...",292,4,1.1,"0.02310","BP",0.0231,1.63638802010786,0.41599342434611,-0.118934371171071,"3",0.0136986301369863,292
"GO:0019693","ribose phosphate metabolic process",165,3,0.62,"0.02361","BP",0.02361,1.62690401292127,-0.315195336208686,-0.230924035186369,"2",0.0181818181818182,165
"GO:0048588","developmental cell growth",170,3,0.64,"0.02551","BP",0.02551,1.59328954139021,0.333809524118811,-0.0884179791796812,"3",0.0176470588235294,170
"GO:0006163","purine nucleotide metabolic process",180,3,0.68,"0.02955","BP",0.02955,1.52944251478273,-0.371168915167525,-0.282236674970281,"2",0.0166666666666667,180
"GO:1901135","carbohydrate derivative metabolic proces...",472,5,1.77,"0.03030","BP",0.0303,1.51855737149769,-0.193605956406611,-0.183023377250394,"4",0.0105932203389831,472
"GO:0016043","cellular component organization",2288,14,8.59,"0.03187","BP",0.03187,1.49661793652627,-0.0353628674513809,0.0737385051827719,"1",0.00611888111888112,2288
"GO:0009624","response to nematode",80,2,0.3,"0.03609","BP",0.03609,1.44261311794049,0.0431685110375734,0.0351770217201605,"1",0.025,80
"GO:0000463","maturation of LSU-rRNA from tricistronic...",10,1,0.04,"0.03695","BP",0.03695,1.43238555726916,-0.1857114952828,-0.069876257282324,"4",0.1,10
"GO:0031086","nuclear-transcribed mRNA catabolic proce...",10,1,0.04,"0.03695","BP",0.03695,1.43238555726916,-0.152708335689,-0.152925645927604,"4",0.1,10
"GO:0031087","deadenylation-independent decapping of n...",10,1,0.04,"0.03695","BP",0.03695,1.43238555726916,-0.152708335689,-0.152925645927604,"4",0.1,10
"GO:0043633","polyadenylation-dependent RNA catabolic ...",10,1,0.04,"0.03695","BP",0.03695,1.43238555726916,-0.22133906068172,-0.122633135640233,"4",0.1,10
"GO:0043634","polyadenylation-dependent ncRNA cataboli...",10,1,0.04,"0.03695","BP",0.03695,1.43238555726916,-0.226072101271634,-0.125085087700252,"4",0.1,10
"GO:0045815","transcription initiation-coupled chromat...",10,1,0.04,"0.03695","BP",0.03695,1.43238555726916,-0.0517000724628119,-0.0212461317062995,"1",0.1,10
"GO:0048477","oogenesis",10,1,0.04,"0.03695","BP",0.03695,1.43238555726916,0.0100640978050484,0.0340499981299101,"1",0.1,10
"GO:0072521","purine-containing compound metabolic pro...",200,3,0.75,"0.03859","BP",0.03859,1.4135252214286,-0.245871024059545,-0.150328599117907,"4",0.015,200
"GO:0046034","ATP metabolic process",84,2,0.32,"0.03945","BP",0.03945,1.40395299245456,-0.408968606177841,-0.324330959067214,"2",0.0238095238095238,84
"GO:0044057","regulation of system process",11,1,0.04,"0.04057","BP",0.04057,1.39179499229567,0.0100640978050484,0.0340499981299101,"1",0.0909090909090909,11
"GO:0048653","anther development",87,2,0.33,"0.04204","BP",0.04204,1.3763372926438,0.324463368102269,-0.0818078304667453,"3",0.0229885057471264,87
"GO:0006369","termination of RNA polymerase II transcr...",12,1,0.05,"0.04418","BP",0.04418,1.35477428846458,-0.198897751235966,-0.0978857995374904,"4",0.0833333333333333,12
"GO:0009126","purine nucleoside monophosphate metaboli...",91,2,0.34,"0.04559","BP",0.04559,1.34113040779804,-0.363437537195653,-0.27596237616822,"2",0.021978021978022,91
"GO:0009167","purine ribonucleoside monophosphate meta...",91,2,0.34,"0.04559","BP",0.04559,1.34113040779804,-0.363437537195653,-0.27596237616822,"2",0.021978021978022,91
"GO:0009856","pollination",214,3,0.8,"0.04568","BP",0.04568,1.34027390476221,0.199367477781935,-0.0309803280556986,"3",0.014018691588785,214
"GO:0044706","multi-multicellular organism process",214,3,0.8,"0.04568","BP",0.04568,1.34027390476221,0.193148401131484,-0.0288063809769659,"3",0.014018691588785,214
"GO:0000578","embryonic axis specification",13,1,0.05,"0.04777","BP",0.04777,1.32084475871665,0.282973836841967,-0.0675618295231937,"3",0.0769230769230769,13
"GO:0009704","de-etiolation",13,1,0.05,"0.04777","BP",0.04777,1.32084475871665,0.295155186629871,-0.064850236679776,"3",0.0769230769230769,13
"GO:1901068","guanosine-containing compound metabolic ...",13,1,0.05,"0.04777","BP",0.04777,1.32084475871665,-0.366699816862351,-0.27937942272549,"2",0.0769230769230769,13
"GO:0016830","carbon-carbon lyase activity",61,3,0.19,"0.00088","MF",0.00088,3.05551732784983,NA,NA,NA,0.0491803278688525,61
"GO:0008519","ammonium transmembrane transporter activ...",21,2,0.07,"0.00192","MF",0.00192,2.71669877129645,NA,NA,NA,0.0952380952380952,21
"GO:0016866","intramolecular transferase activity",26,2,0.08,"0.00294","MF",0.00294,2.53165266958784,NA,NA,NA,0.0769230769230769,26
"GO:0004791","thioredoxin-disulfide reductase (NADP) a...",33,2,0.1,"0.00472","MF",0.00472,2.32605800136591,NA,NA,NA,0.0606060606060606,33
"GO:0016668","oxidoreductase activity, acting on a sul...",39,2,0.12,"0.00655","MF",0.00655,2.18375870000822,NA,NA,NA,0.0512820512820513,39
"GO:0003824","catalytic activity",4993,22,15.68,"0.00718","MF",0.00718,2.1438755557577,NA,NA,NA,0.00440616863609053,4993
"GO:0015036","disulfide oxidoreductase activity",49,2,0.15,"0.01019","MF",0.01019,1.99182581599357,NA,NA,NA,0.0408163265306122,49
"GO:0016829","lyase activity",153,3,0.48,"0.01179","MF",0.01179,1.92848619490491,NA,NA,NA,0.0196078431372549,153
"GO:0016667","oxidoreductase activity, acting on a sul...",63,2,0.2,"0.01648","MF",0.01648,1.7830427926389,NA,NA,NA,0.0317460317460317,63
"GO:0016651","oxidoreductase activity, acting on NAD(P...",79,2,0.25,"0.02521","MF",0.02521,1.59842715432355,NA,NA,NA,0.0253164556962025,79
"GO:0004197","cysteine-type endopeptidase activity",86,2,0.27,"0.02951","MF",0.02951,1.53003079050004,NA,NA,NA,0.0232558139534884,86
"GO:0035250","UDP-galactosyltransferase activity",10,1,0.03,"0.03099","MF",0.03099,1.50877842376072,NA,NA,NA,0.1,10
"GO:0016833","oxo-acid-lyase activity",11,1,0.03,"0.03404","MF",0.03404,1.46801044858745,NA,NA,NA,0.0909090909090909,11
"GO:0016209","antioxidant activity",96,2,0.3,"0.03612","MF",0.03612,1.44225225835853,NA,NA,NA,0.0208333333333333,96
"GO:0009982","pseudouridine synthase activity",13,1,0.04,"0.04010","MF",0.0401,1.39685562737982,NA,NA,NA,0.0769230769230769,13
"GO:0008234","cysteine-type peptidase activity",108,2,0.34,"0.04473","MF",0.04473,1.34940110182734,NA,NA,NA,0.0185185185185185,108
"GO:0016832","aldehyde-lyase activity",15,1,0.05,"0.04613","MF",0.04613,1.33601654539173,NA,NA,NA,0.0666666666666667,15
"GO:0015267","channel activity",114,2,0.36,"0.04930","MF",0.0493,1.30715308072277,NA,NA,NA,0.0175438596491228,114
"GO:0022803","passive transmembrane transporter activi...",114,2,0.36,"0.04930","MF",0.0493,1.30715308072277,NA,NA,NA,0.0175438596491228,114
"GO:0099023","vesicle tethering complex",47,6,0.17,"1.2e-08","CC",1.2e-08,7.92081875395237,NA,NA,NA,0.127659574468085,47
"GO:0005802","trans-Golgi network",217,6,0.77,"0.00010","CC",1e-04,4,NA,NA,NA,0.0276497695852535,217
"GO:0098791","Golgi apparatus subcompartment",292,6,1.04,"0.00051","CC",0.00051,3.29242982390206,NA,NA,NA,0.0205479452054795,292
"GO:0140535","intracellular protein-containing complex",492,7,1.75,"0.00147","CC",0.00147,2.83268266525182,NA,NA,NA,0.0142276422764228,492
"GO:0005768","endosome",366,6,1.3,"0.00165","CC",0.00165,2.78251605578609,NA,NA,NA,0.0163934426229508,366
"GO:0005794","Golgi apparatus",696,8,2.48,"0.00254","CC",0.00254,2.59516628338006,NA,NA,NA,0.0114942528735632,696
"GO:0031410","cytoplasmic vesicle",461,6,1.64,"0.00520","CC",0.0052,2.2839966563652,NA,NA,NA,0.0130151843817787,461
"GO:0097708","intracellular vesicle",468,6,1.67,"0.00560","CC",0.0056,2.2518119729938,NA,NA,NA,0.0128205128205128,468
"GO:0031982","vesicle",494,6,1.76,"0.00726","CC",0.00726,2.13906337929991,NA,NA,NA,0.0121457489878543,494
"GO:0005788","endoplasmic reticulum lumen",39,2,0.14,"0.00840","CC",0.0084,2.07572071393812,NA,NA,NA,0.0512820512820513,39
"GO:0031984","organelle subcompartment",815,7,2.9,"0.02252","CC",0.02252,1.64743161382069,NA,NA,NA,0.00858895705521472,815
"GO:0032991","protein-containing complex",1899,12,6.76,"0.02611","CC",0.02611,1.58319312817706,NA,NA,NA,0.00631911532385466,1899
"GO:0012505","endomembrane system",1565,10,5.57,"0.04124","CC",0.04124,1.38468134338852,NA,NA,NA,0.00638977635782748,1565
"GO:0005663","DNA replication factor C complex",13,1,0.05,"0.04534","CC",0.04534,1.3435184842095,NA,NA,NA,0.0769230769230769,13
"GO:0005764","lysosome",101,2,0.36,"0.04991","CC",0.04991,1.30181243013388,NA,NA,NA,0.0198019801980198,101
