"GO.ID","Term","Annotated","Significant","Expected","classicFisher","function_type","p.value","negLogP","semantic_x","semantic_y","cluster","Enrichment_Factor","Total_Gene_Count"
"GO:0009926","auxin polar transport",81,1,0.03,"0.0251","BP",0.0251,1.60032627851896,-0.163411437557646,0.589268975827271,"5",0.0123456790123457,81
"GO:0009606","tropism",82,1,0.03,"0.0254","BP",0.0254,1.59516628338006,-0.207253256014289,-0.113500216485051,"4",0.0121951219512195,82
"GO:0071395","cellular response to jasmonic acid stimu...",91,1,0.03,"0.0282","BP",0.0282,1.54975089168064,-0.270817302396477,-0.276018968764034,"1",0.010989010989011,91
"GO:0071398","cellular response to fatty acid",95,1,0.03,"0.0294","BP",0.0294,1.53165266958784,-0.245768859202,-0.249645161874449,"1",0.0105263157894737,95
"GO:0060918","auxin transport",96,1,0.03,"0.0298","BP",0.0298,1.52578373592374,-0.162778329112138,0.585275129309947,"5",0.0104166666666667,96
"GO:0009914","hormone transport",104,1,0.03,"0.0322","BP",0.0322,1.49214412830417,-0.162688341658814,0.584704575940576,"5",0.00961538461538462,104
"GO:0048764","trichoblast maturation",106,1,0.03,"0.0328","BP",0.0328,1.48412615628832,0.476080423577469,-0.0504451150670908,"3",0.00943396226415094,106
"GO:0048765","root hair cell differentiation",106,1,0.03,"0.0328","BP",0.0328,1.48412615628832,0.476080423577469,-0.0504451150670908,"3",0.00943396226415094,106
"GO:0006633","fatty acid biosynthetic process",107,1,0.03,"0.0331","BP",0.0331,1.48017200622428,0.00718277369895277,0.0102734426663942,"2",0.00934579439252336,107
"GO:0010054","trichoblast differentiation",109,1,0.03,"0.0337","BP",0.0337,1.47237009912866,0.461078556996692,-0.0475936601514719,"3",0.00917431192660551,109
"GO:0048469","cell maturation",110,1,0.03,"0.0340","BP",0.034,1.46852108295774,0.425257772519598,-0.0457685825166723,"3",0.00909090909090909,110
"GO:0010053","root epidermal cell differentiation",118,1,0.04,"0.0365","BP",0.0365,1.43770713554353,0.457046521911892,-0.0468365120065596,"3",0.00847457627118644,118
"GO:0080167","response to karrikin",127,1,0.04,"0.0392","BP",0.0392,1.40671393297954,-0.182606415270914,-0.0850301671102405,"4",0.0078740157480315,127
"GO:0070887","cellular response to chemical stimulus",1152,2,0.36,"0.0398","BP",0.0398,1.40011692792631,-0.196553411319837,-0.206159296151338,"1",0.00173611111111111,1152
"GO:0009734","auxin-activated signaling pathway",133,1,0.04,"0.0411","BP",0.0411,1.38615817812393,-0.299284973859864,-0.047531146936684,"4",0.0075187969924812,133
"GO:0090627","plant epidermal cell differentiation",136,1,0.04,"0.0420","BP",0.042,1.3767507096021,0.433101114012791,-0.048516429109208,"3",0.00735294117647059,136
"GO:0003006","developmental process involved in reprod...",1253,2,0.39,"0.0468","BP",0.0468,1.32975414692588,0.25030338561744,0.0718774172417733,"2",0.00159616919393456,1253
"GO:0071365","cellular response to auxin stimulus",154,1,0.05,"0.0474","BP",0.0474,1.32422165832591,-0.253276652523713,-0.254653830377242,"1",0.00649350649350649,154
"GO:0007165","signal transduction",1278,2,0.4,"0.0486","BP",0.0486,1.31336373073771,-0.22567159885284,0.0548683382994361,"4",0.00156494522691706,1278
"GO:0048868","pollen tube development",158,1,0.05,"0.0486","BP",0.0486,1.31336373073771,0.280323976896796,0.0660752186765192,"2",0.00632911392405063,158
"GO:0023052","signaling",1296,2,0.41,"0.0499","BP",0.0499,1.30189945437661,-0.173476663100908,0.287456151401109,"5",0.00154320987654321,1296
"GO:0003714","transcription corepressor activity",26,1,0.01,"0.0094","MF",0.0094,2.0268721464003,NA,NA,NA,0.0384615384615385,26
"GO:0016903","oxidoreductase activity, acting on the a...",42,1,0.02,"0.0151","MF",0.0151,1.82102305270683,NA,NA,NA,0.0238095238095238,42
"GO:0003712","transcription coregulator activity",79,1,0.03,"0.0284","MF",0.0284,1.54668165995296,NA,NA,NA,0.0126582278481013,79
"GO:0008270","zinc ion binding",139,1,0.05,"0.0495","MF",0.0495,1.30539480106643,NA,NA,NA,0.00719424460431655,139
"GO:0009986","cell surface",26,1,0.01,"0.0081","CC",0.0081,2.09151498112135,NA,NA,NA,0.0384615384615385,26
"GO:1990204","oxidoreductase complex",69,1,0.02,"0.0215","CC",0.0215,1.66756154008439,NA,NA,NA,0.0144927536231884,69
